texto_diario,emocion_principal,label
i also tended to either attract drama or not know how to handle it before people got their feelings hurt or not really know how to prevent or deal with conflict in the groups,sadness,1
im just feeling very delicate today,love,4
i just feel that as my reader and loyal subscriber you need to be informed about how great butterfly marketing really is and not be taken for a ride so i can bank some chunky commissions,love,4
i feel ive been beaten down by the words of men who have no grounds i cant sleep beneath the trees of wisdom when you ax has cut the roots that feed them forked tounges in bitter mouths can drive a man to bleed from the indide out what if you did,sadness,1
i feel like im supporting even more,love,4
i stood kind of dumbfounded looking around feeling culture shocked,surprise,5
i stop being so reactive every little time i feel wronged or sense wrong in the universe,anger,3
i see other people writing about love when they have just brokeup and finding another person in his her life i kinda feel so disgusted,anger,3
i have the satisfaction of feeling that i m no longer supporting or contributing to the looter driven consumerism that has made a walking corpse out of the america i so revered when i was younger,love,4
i feel the divine feminine playing out last night also by giving her heart yet not to just all in the universe but to the divine masculine gods to help wake and heal him,joy,0
i feel so annoyed,anger,3
i love that its adoption of a teenager which many people feel afraid to consider,fear,2
i love how comforted i feel when im around hunters sweet family,love,4
i feel that my beloved nakahara mai would voice her nicely,love,4
i forgive myself that i have accepted and allowed myself to express myself in such a way so that i could feel superior and more than others,joy,0
i feel so horrible when i am not accomplishing something,sadness,1
i feel about the people or being accepted by them,joy,0
i am feeling soooo eco friendly,joy,0
i didn t want them sending me crap i d feel almost insulted to win and embarrassed for whoever made it like in oregon,anger,3
i shared with a trusted friend how i am feeling towards another respected friend,joy,0
i feel is useful and even adding my own two cents,joy,0
ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,joy,0
i do not know what to do in my current space to make myself feel more comfortable,joy,0
i feel like im losing grip as that fantastic avril lavigne song pops into my head,joy,0
i can still feel all my muscles aching,sadness,1
i am saying that i am feeling helpless now that i have to walk on toes,fear,2
i feel so pissed off that i can bite off a fucking tree log,anger,3
i feel a bit dumb,sadness,1
i feel like today is way suffering than the exam day which we have to open books everytime we went home,sadness,1
i act as head of family when he is far too young for this and making sasuke feel that he has to support her instead of her supporting him which by right should be her duty because she is the mother and he is the child and he is fatally ill and not she,joy,0
i would have left that exam feeling humiliated and reevaluating everything i know about myself,sadness,1
i feel smart telling people i like wally lamb because hes actually not chick lit so i always mention him so people will respect me more,joy,0
im siting on the couch feeling like i should be doing something productive but im not sure what,joy,0
i was feeling helpless as i could not explain it to him,sadness,1
i have my best most productive happiest days when i m feeling inspired,joy,0
